2015-06-08 09:38:58.000+0000,82.00
2015-06-08 09:43:59.000+0000,94.00
2015-06-08 09:48:59.000+0000,78.00
2015-06-08 09:54:13.000+0000,85.00
2015-06-08 09:58:58.000+0000,132.00
2015-06-08 10:23:59.000+0000,122.00
2015-06-08 10:28:59.000+0000,101.00
2015-06-08 10:34:13.000+0000,85.00
2015-06-08 10:38:57.000+0000,87.00
2015-06-08 10:43:57.000+0000,110.00
2015-06-08 10:48:57.000+0000,101.00
2015-06-08 10:54:12.000+0000,91.00
2015-06-08 10:58:58.000+0000,83.00
2015-06-08 11:03:57.000+0000,87.00
2015-06-08 11:08:58.000+0000,86.00
2015-06-08 11:14:00.000+0000,89.00
2015-06-08 11:18:59.000+0000,78.00
2015-06-08 11:23:59.000+0000,72.00
2015-06-08 11:28:59.000+0000,77.00
2015-06-08 11:34:00.000+0000,76.00
2015-06-08 11:38:58.000+0000,74.00
2015-06-08 11:43:57.000+0000,70.00
2015-06-08 11:48:57.000+0000,78.00
2015-06-08 11:53:58.000+0000,70.00
2015-06-08 11:58:58.000+0000,77.00
2015-06-08 12:03:58.000+0000,69.00
2015-06-08 12:08:59.000+0000,67.00
2015-06-08 12:13:59.000+0000,70.00
2015-06-08 12:18:58.000+0000,88.00
2015-06-08 12:23:59.000+0000,74.00
2015-06-08 12:28:59.000+0000,78.00
2015-06-08 12:33:59.000+0000,72.00
2015-06-08 12:38:58.000+0000,80.00
2015-06-08 12:43:59.000+0000,80.00
2015-06-08 12:48:58.000+0000,79.00
2015-06-08 12:53:59.000+0000,82.00
2015-06-08 12:58:58.000+0000,72.00
2015-06-08 15:53:59.000+0000,128.00
2015-06-08 15:58:59.000+0000,107.00
2015-06-08 16:03:59.000+0000,89.00
2015-06-08 13:03:59.000+0000,75.00
2015-06-08 13:08:58.000+0000,71.00
2015-06-08 13:13:59.000+0000,82.00
2015-06-08 13:18:58.000+0000,70.00
2015-06-08 13:23:58.000+0000,75.00
2015-06-08 13:28:58.000+0000,75.00
2015-06-08 13:34:00.000+0000,72.00
2015-06-08 13:38:59.000+0000,74.00
2015-06-08 13:43:58.000+0000,70.00
2015-06-08 13:48:59.000+0000,91.00
2015-06-08 13:54:00.000+0000,75.00
2015-06-08 13:58:59.000+0000,77.00
2015-06-08 14:03:59.000+0000,74.00
2015-06-08 14:09:00.000+0000,101.00
2015-06-08 14:14:01.000+0000,77.00
2015-06-08 14:18:59.000+0000,77.00
2015-06-08 14:23:59.000+0000,78.00
2015-06-08 14:29:00.000+0000,64.00
2015-06-08 14:34:00.000+0000,154.00
2015-06-08 14:38:58.000+0000,64.00
2015-06-08 14:43:59.000+0000,77.00
2015-06-08 14:48:59.000+0000,67.00
2015-06-08 14:54:00.000+0000,67.00
